StoreID,StoreName,Address,City,Region,Postcode,Country,CountryCode,Latitude,Longitude,Phone,Website,OpeningHours,Source,SourceRef,SourceURL,RetrievedAt
DEC-01674,Decathlon,Rudolf-Diesel-Strasse 14,Winterthur,Zurich,8404,Switzerland,CH,47.4943717,8.7571307,+41 52 238 48 58,https://www.decathlon.ch/de/store-view/filiale-winterthur-0070214902149,Mo-Fr 09:00-19:00; Sa 09:00-18:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070214902149;way/44448849,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1; https://www.openstreetmap.org/way/44448849,2026-07-11T20:29:07+00:00
DEC-01675,Decathlon,Strickerstrasse 3,Winterthur,Zurich,8400,Switzerland,CH,47.4991427,8.7209930,+41 52 551 70 71,https://www.decathlon.ch/de/store-view/filiale-winterthur-neuwiesen-0070275702757,Mo-Fr 08:30-20:00; Sa 08:30-18:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070275702757;node/8656021793,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1; https://www.openstreetmap.org/node/8656021793,2026-07-11T20:29:07+00:00
DEC-01676,Decathlon,9 Hofmattstrasse,Zermatt,Valais,3920,Switzerland,CH,46.0217457,7.7487067,+41 27 967 68 67,https://www.decathlon.ch/de/store-view/filiale-zermatt-0070292702927,Mo-Sa 08:00-19:00; Su 08:00-18:30,AllThePlaces / localisateur officiel; OpenStreetMap,0070292702927;node/11099000806,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1; https://www.openstreetmap.org/node/11099000806,2026-07-11T20:29:07+00:00
DEC-01677,Decathlon,Baarerstrasse 20.,Zug,Zug,6300,Switzerland,CH,47.1730913,8.5170014,+41 41 763 63 73,https://www.decathlon.ch/de/store-view/filiale-zug-metalli-0070321803218,Mo-We 09:00-19:00; Th 09:00-20:00; Fr 09:00-19:00; Sa 09:00-17:00,AllThePlaces / localisateur officiel,0070321803218,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01678,Decathlon,1 Kalanderpl,Zurich,Zurich,8045,Switzerland,CH,47.3581442,8.5225083,+41 44 741 20 30,https://www.decathlon.ch/de/store-view/filiale-zurich-sihlcity-0070321003210,Mo-Sa 09:00-20:00,AllThePlaces / localisateur officiel,0070321003210,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01679,Decathlon,Bahnhofstrasse 74,Zurich,Zurich,8001,Switzerland,CH,47.3746725,8.5389461,+41 44 212 76 80,https://www.decathlon.ch/de/store-view/filiale-popup-store-zurich-bahnhofstra-0070357003570,Mo-Fr 09:00-20:00; Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070357003570;node/11861593754,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1; https://www.openstreetmap.org/node/11861593754,2026-07-11T20:29:07+00:00
DEC-01680,Decathlon,Passage Sihlquai,Zurich,Zurich,8004,Switzerland,CH,47.3783684,8.5357906,+41 44 211 65 64,https://www.decathlon.ch/de/store-view/filiale-zurich-hb-0070321303213,Mo-Sa 07:30-21:00; Su 09:00-20:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070321303213;node/6551162308,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1; https://www.openstreetmap.org/node/6551162308,2026-07-11T20:29:07+00:00
DEC-01681,Decathlon,Gessnerallee 3-5,Zürich,Zurich,8001,Switzerland,CH,47.3733190,8.5330190,+41 44 221 22 23,https://www.decathlon.ch/de/store-view/filiale-zurich-center-0070225302253,Mo-Fr 09:00-20:00; Sa 09:00-19:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070225302253;node/1304946650,https://api.woosmap.com/stores?key=woos-7b40f2ea-b0a6-3a3b-9315-53ca807b601c&stores_by_page=300&page=1; https://www.openstreetmap.org/node/1304946650,2026-07-11T20:29:07+00:00
DEC-01682,Decathlon,50 Baslerstrasse,Zürich,Zurich,8048,Switzerland,CH,47.3863955,8.4994588,,https://www.decathlon.ch/,,OpenStreetMap,node/5026288934,https://www.openstreetmap.org/node/5026288934,2026-07-11T20:29:07+00:00
DEC-01683,迪卡儂,"南屯區大墩南路379號, (Costco旁)",台中市,155,40854,Taiwan,TW,24.1314000,120.6491000,+886 4 2471 9666,https://www.decathlon.tw/s/門市資訊/台中-南屯門市,Mo-Fr 10:00-22:00; Sa-Su 09:30-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,666;way/261025597;way/916913274,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/way/261025597; https://www.openstreetmap.org/way/916913274,2026-07-11T20:29:07+00:00
DEC-01684,迪卡儂,北屯區中清路二段1075號,台中市,155,406040,Taiwan,TW,24.1912325,120.6606320,+886 4 2426 4107,https://www.decathlon.tw/s/門市資訊/台中-北屯門市,Mo-Fr 10:00-22:00; Sa-Su 09:30-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1292;node/12843711298,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/12843711298,2026-07-11T20:29:07+00:00
DEC-01685,迪卡儂,萬華區桂林路1號1樓,台北市,155,108412,Taiwan,TW,25.0379002,121.5059048,+886 2 2331 1103,https://www.decathlon.tw/s/門市資訊/台北-桂林門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1639;node/6483408343,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/6483408343,2026-07-11T20:29:07+00:00
DEC-01686,迪卡儂,大同區南京西路62號2樓,台北市,155,103014,Taiwan,TW,25.0527615,121.5192829,+886 2 8979 5598,https://www.decathlon.tw/s/門市資訊/台北-中山門市,Mo-Th 10:00-22:00; Fr-Sa 10:00-22:30; Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,2867;node/9524456390,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/9524456390,2026-07-11T20:29:07+00:00
DEC-01687,迪卡儂,內湖區新湖一路128巷38號,台北市,155,114065,Taiwan,TW,25.0602863,121.5766029,+886 2 2795 6700,https://www.decathlon.tw/s/門市資訊/台北-內湖門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,988;way/335520192,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/way/335520192,2026-07-11T20:29:07+00:00
DEC-01688,迪卡儂,仁德區中山路799號 (特力屋2樓),台南市,155,717022,Taiwan,TW,22.9730911,120.2448479,+886 6 279 1655,https://www.decathlon.tw/s/門市資訊/台南-仁德門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1223;node/4382388319,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/4382388319,2026-07-11T20:29:07+00:00
DEC-01689,迪卡儂,台東市中興路三段592號,台東縣,155,950022,Taiwan,TW,22.7727080,121.1062513,+886 89 219 092,https://www.decathlon.tw/s/門市資訊/台東門市,Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 10:00-21:00,AllThePlaces / localisateur officiel; OpenStreetMap,2855;node/10613850605,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/10613850605,2026-07-11T20:29:07+00:00
DEC-01690,迪卡儂,西區博愛路二段461號1F,嘉義市,155,600028,Taiwan,TW,23.4711973,120.4319822,+886 5 285 0515,https://www.decathlon.tw/s/門市資訊/嘉義門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1633;node/6469976597,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/6469976597,2026-07-11T20:29:07+00:00
DEC-01691,迪卡儂,勝利里自由路550號,屏東市,155,90065,Taiwan,TW,22.6838000,120.4869000,+886 8 884 9688,https://www.decathlon.tw/s/門市資訊/屏東門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,871;node/3824112160,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/3824112160,2026-07-11T20:29:07+00:00
DEC-01692,Decathlon,241013新北市三重區集美街18號,新北市,Taipei,241013,Taiwan,TW,25.0553956,121.4888854,,,,OpenStreetMap,way/446336764,https://www.openstreetmap.org/way/446336764,2026-07-11T20:29:07+00:00
DEC-01693,迪卡儂,新店區中興路三段1號1樓,新北市,155,231695,Taiwan,TW,24.9764468,121.5463471,+886 2 8979 5245,https://www.decathlon.tw/s/門市資訊/新北-新店門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1772;node/9123814711,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/9123814711,2026-07-11T20:29:07+00:00
DEC-01694,迪卡儂,中和區中山路二段228號1-3樓,新北市,155,235027,Taiwan,TW,25.0028646,121.4988202,+886 2 8245 1668,https://www.decathlon.tw/s/門市資訊/新北-中和門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,928;node/3430332163,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/3430332163,2026-07-11T20:29:07+00:00
DEC-01695,迪卡儂,三重區集美街18號,新北市,155,241013,Taiwan,TW,25.0614534,121.4867114,+886 2 8979 1879,https://www.decathlon.tw/s/門市資訊/新北-三重門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,1769,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A,2026-07-11T20:29:07+00:00
DEC-01696,迪卡儂,東區慈雲路126號,新竹市,155,300196,Taiwan,TW,24.7917081,121.0124341,+886 3 668 7160,https://www.decathlon.tw/s/門市資訊/新竹門市,Mo-Fr 10:00-22:00; Sa-Su 09:30-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1681;way/582786459,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/way/582786459,2026-07-11T20:29:07+00:00
DEC-01697,迪卡儂,八德區介壽路一段728號,桃園市,155,334027,Taiwan,TW,24.9650227,121.2982841,+886 3 361 2686,https://www.decathlon.tw/s/門市資訊/桃園-八德門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1229;node/6366861323,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/6366861323,2026-07-11T20:29:07+00:00
DEC-01698,迪卡儂,中壢區中華路一段450號,桃園市,155,320028,Taiwan,TW,24.9722954,121.2537582,+886 3 451 1292,https://www.decathlon.tw/s/門市資訊/桃園-中壢門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1222;node/4335755847,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/4335755847,2026-07-11T20:29:07+00:00
DEC-01699,迪卡儂,斗六市雲林路二段297號,雲林縣,155,640001,Taiwan,TW,23.7017605,120.5298637,+886 5 552 9259,https://www.decathlon.tw/s/門市資訊/雲林門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,1766,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A,2026-07-11T20:29:07+00:00
DEC-01700,迪卡儂,前鎮區時代大道33號,高雄市,155,806025,Taiwan,TW,22.5975118,120.3089947,+886 7 262 1292,https://www.decathlon.tw/s/門市資訊/高雄-亞灣門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,1779;way/935866907,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/way/935866907,2026-07-11T20:29:07+00:00
DEC-01701,迪卡儂,鳳山區文化路59號,高雄市,155,83006,Taiwan,TW,22.6336596,120.3548936,+886 7 743 2000,https://www.decathlon.tw/s/門市資訊/高雄-鳳山門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,926;node/5419599921,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A; https://www.openstreetmap.org/node/5419599921,2026-07-11T20:29:07+00:00
DEC-01702,迪卡儂,楠梓區土庫一路60號,高雄市,155,811032,Taiwan,TW,22.7362921,120.3305870,+886 7 262 6286,https://www.decathlon.tw/s/門市資訊/高雄-楠梓門市,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,1762,https://www.decathlon.tw/s/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A,2026-07-11T20:29:07+00:00
DEC-01703,Decathlon,,Bang Bua Thong,Nonthaburi,,Thailand,TH,13.8803286,100.4081037,,,,OpenStreetMap,way/1047534474,https://www.openstreetmap.org/way/1047534474,2026-07-11T20:29:07+00:00
DEC-01704,Decathlon พระราม 2,80/2 ถนนพระรามที่ 2,Bang Khun Thian,กรุงเทพมหานคร,10150,Thailand,TH,13.6690738,100.4482236,,,Mo-Su 09:00-22:00,OpenStreetMap,node/12139002909,https://www.openstreetmap.org/node/12139002909,2026-07-11T20:29:07+00:00
DEC-01705,Decathlon,,Bang Na,Bangkok,10540,Thailand,TH,13.6526614,100.6787251,064-302-4268,https://www.decathlon.co.th/en/stores/Bangna,Mo-Su 08:00-22:00,OpenStreetMap,node/4484491440;way/945695258,https://www.openstreetmap.org/node/4484491440; https://www.openstreetmap.org/way/945695258,2026-07-11T20:29:07+00:00
DEC-01706,Decathlon,,Bang Phlat,Bangkok,,Thailand,TH,13.7882053,100.5017997,,,,OpenStreetMap,node/4542185599,https://www.openstreetmap.org/node/4542185599,2026-07-11T20:29:07+00:00
DEC-01707,Decathlon,163;165 ถนนสีลม,Bang Rak,Bangkok,10500,Thailand,TH,13.7287893,100.5352651,,,,OpenStreetMap,node/10723686305;way/1221016940,https://www.openstreetmap.org/node/10723686305; https://www.openstreetmap.org/way/1221016940,2026-07-11T20:29:07+00:00
DEC-01708,DECATHLON,,Chiang Mai,Chiang Mai,,Thailand,TH,18.7882653,98.9936572,,,09:00-21:00,OpenStreetMap,node/7884104685,https://www.openstreetmap.org/node/7884104685,2026-07-11T20:29:07+00:00
DEC-01709,Decathlon,,Chiang Mai,Chiang Mai,,Thailand,TH,18.7592226,98.9726602,,https://www.decathlon.co.th/,,OpenStreetMap,node/4483874190,https://www.openstreetmap.org/node/4483874190,2026-07-11T20:29:07+00:00
DEC-01710,Decathlon,17/17,Chiang Mai,จังหวัดเชียงใหม่,50000,Thailand,TH,18.8004494,99.0206290,,https://www.decathlon.co.th/,Mo-Su 08:00-21:00,OpenStreetMap,node/9429990817,https://www.openstreetmap.org/node/9429990817,2026-07-11T20:29:07+00:00
DEC-01711,Decathlon,,Khan Na Yao,Bangkok,,Thailand,TH,13.8254123,100.6594075,,,Mo-Su 09:00-20:00,OpenStreetMap,node/5632696635,https://www.openstreetmap.org/node/5632696635,2026-07-11T20:29:07+00:00
DEC-01712,Decathlon,3300 Thanon Rama IV,Khlong Toei,Bangkok,10110,Thailand,TH,13.7174231,100.5699135,,https://www.decathlon.co.th,Mo-Sa 09:00-22:00,OpenStreetMap,node/4636541993;node/5320230423,https://www.openstreetmap.org/node/4636541993; https://www.openstreetmap.org/node/5320230423,2026-07-11T20:29:07+00:00
DEC-01713,Decathlon,,Khlong Toei,Bangkok,,Thailand,TH,13.7376515,100.5602654,,,,OpenStreetMap,node/12438149301,https://www.openstreetmap.org/node/12438149301,2026-07-11T20:29:07+00:00
DEC-01714,Decathlon,,Lak Si,Bangkok,,Thailand,TH,13.8793371,100.6001758,,,,OpenStreetMap,node/5321951921,https://www.openstreetmap.org/node/5321951921,2026-07-11T20:29:07+00:00
DEC-01715,Decathlon,,Mueang Nonthaburi,Nonthaburi,,Thailand,TH,13.8622830,100.5186733,029504199,https://www.facebook.com/DecathlonRTB/,Mo-Su 09:00-22:00,OpenStreetMap,node/6203257798,https://www.openstreetmap.org/node/6203257798,2026-07-11T20:29:07+00:00
DEC-01716,Decathlon,,Pathum Wan,Bangkok,,Thailand,TH,13.7344257,100.5281627,,,,OpenStreetMap,node/11323335130,https://www.openstreetmap.org/node/11323335130,2026-07-11T20:29:07+00:00
DEC-01717,Decathlon,,Phatthaya,Chon Buri,,Thailand,TH,12.9092535,100.8964354,,,,OpenStreetMap,node/12479506501;way/311224358,https://www.openstreetmap.org/node/12479506501; https://www.openstreetmap.org/way/311224358,2026-07-11T20:29:07+00:00
DEC-01718,Decathlon,89 Bukis Phuket,Wichit,Phuket,,Thailand,TH,7.8936752,98.3686053,096-812-3346,https://www.decathlon.co.th/en/stores/Phuket,Mo-Su 09:00-21:00,OpenStreetMap,node/6440210887,https://www.openstreetmap.org/node/6440210887,2026-07-11T20:29:07+00:00
DEC-01719,Decathlon,الطريق الوطنية تونس - رأس جدير,Akouda,Susah,,Tunisia,TN,35.9006638,10.5443948,,,,OpenStreetMap,node/9014139018,https://www.openstreetmap.org/node/9014139018,2026-07-11T20:29:07+00:00
DEC-01720,Decathlon,,Al Marsa,Tunis,,Tunisia,TN,36.8684625,10.3060988,,,,OpenStreetMap,way/694520113,https://www.openstreetmap.org/way/694520113,2026-07-11T20:29:07+00:00
DEC-01721,Decathlon,,Midoun,Madanin,,Tunisia,TN,33.8178322,10.9713175,,,,OpenStreetMap,node/7124140408,https://www.openstreetmap.org/node/7124140408,2026-07-11T20:29:07+00:00
DEC-01722,Decathlon,Optimum AVM Hacı Sabancı Bulvarı No:28 Z.M03-B1 M18 Yüreğir/ADANA,ADANA,Adana,01180,Türkiye,TR,36.9974000,35.3439000,+90 322 333 30 26,https://www.decathlon.com.tr/store-view/magaza-spor-adana-optimum-avm-0070079300793,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,0070079300793,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01723,Decathlon,"Oran Mah. Kudüs Cad. 16743 / One Tower Avm, Çankaya / Ankara",ANKARA,Ankara,06550,Türkiye,TR,39.8494418,32.8357322,+90 850 201 2078,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-one-tower-0070246602466,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070246602466;node/13195512949,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/13195512949,2026-07-11T20:29:07+00:00
DEC-01724,Decathlon,Beştepe Mahallesi 3 Cad. No:4 İç Kapı No: 14 Yenimahalle / Ankara,ANKARA,Ankara,06560,Türkiye,TR,39.9130112,32.8096411,+90 850 201 2914,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-armada-0070353803538,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,0070353803538,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01725,Decathlon,"ANKAmall AVM, 06330 Akköprü, Ankara",ANKARA,Ankara,06330,Türkiye,TR,39.9505000,32.8323000,+90 850 201 4464,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-ankamall-avm-0070109701097,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070109701097;node/4046420994,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/4046420994,2026-07-11T20:29:07+00:00
DEC-01726,Decathlon,Baskent Bulvari 224/H,ANKARA,Ankara,06170,Türkiye,TR,39.9707426,32.7146711,+90 850 577 3442,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-atlantis-0070344403444,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070344403444;node/13195472162,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/13195472162,2026-07-11T20:29:07+00:00
DEC-01727,Decathlon,"Ovacık Mahallesi, Yozgat Bulvarı, No: 99, Forum Ankara AVM, Decathlon, Keçiören / Ankara",ANKARA,Ankara,06280,Türkiye,TR,40.0177205,32.8269856,,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-forum-ankara-0070354003540,,AllThePlaces / localisateur officiel,0070354003540,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01728,Decathlon,"Meltem Mahallesi, Akdeniz Bulvarı Ticari Bloklar No:10 İç Kapı No: Varyant Ticari 25, 07030 Muratpaşa/Antalya, Türkiye",ANTALYA,Antalya,07030,Türkiye,TR,36.8808028,30.6682387,+90 850 201 2319,https://www.decathlon.com.tr/store-view/magaza-spor-antalya-beach-park-0070325903259,Mo-Su 11:00-21:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070325903259;node/12516348837,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/12516348837,2026-07-11T20:29:07+00:00
DEC-01729,Decathlon,"Tahılpazarı Mah. Şarampol Cad. No:84 Markantalya Alışveriş Merkezi, 1BK121 no’lu işyeri, Muratpaşa/ANTALYA",ANTALYA,Antalya,07040,Türkiye,TR,36.8930500,30.7032890,+90 850 202 2305,https://www.decathlon.com.tr/store-view/magaza-spor-antalya-markantalya-0070335903359,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,0070335903359,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01730,Decathlon,,Adana,Adana,,Türkiye,TR,36.9907862,35.3394981,,,,OpenStreetMap,node/3581454005,https://www.openstreetmap.org/node/3581454005,2026-07-11T20:29:07+00:00
DEC-01731,Decathlon,"Anatolium AVM Akşemsettin Mahallesi, 2308 Sokak Nato Yolu Cad. No:1",Ankara,Ankara,06460,Türkiye,TR,39.8864000,32.9332000,+90 850 201 4483,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-anatolium-avm-0070107001070,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070107001070;node/4046420992,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/4046420992,2026-07-11T20:29:07+00:00
DEC-01732,Decathlon,"Kentpark AVM 164, Eskişehir Yolu.",Ankara,Ankara,06460,Türkiye,TR,39.9097400,32.7763500,+90 850 201 2993,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-kentpark-avm-0070057500575,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070057500575;node/4046420993,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/4046420993,2026-07-11T20:29:07+00:00
DEC-01733,Decathlon,"Ayvalı Mahallesi, Halil Sezai Erkut Caddesi, Afra Sokak 1/A, 06010 Keçiören/Ankara",Ankara,Ankara,06010,Türkiye,TR,39.9700553,32.8184283,+90 850 202 1911,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-antares-avm-0070194201942,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,0070194201942,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01734,Decathlon,1/A Halil Sezai Erkut Caddesi,Ankara,Ankara,06010,Türkiye,TR,39.9703602,32.8220968,+90 312 322 88 17,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-antares-avm-0070194201942,Mo-Su 10:00-22:00,OpenStreetMap,node/13195472161,https://www.openstreetmap.org/node/13195472161,2026-07-11T20:29:07+00:00
DEC-01735,Decathlon,"Tunahan mah. Dumlupınar, 30 Ağustos cad.",Ankara,Ankara,06824,Türkiye,TR,39.9837000,32.6107100,+90 312 502 35 59,https://www.decathlon.com.tr/store-view/magaza-spor-ankara-metromall-avm-0070191301913,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070191301913;node/13195472163,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/13195472163,2026-07-11T20:29:07+00:00
DEC-01736,Decathlon,"Fener Mahallesi, Tekelioğlu Cd. No:55, 07160 Muratpaşa/Antalya",Antalya,Antalya,07160,Türkiye,TR,36.8527280,30.7573320,+90 242 318 16 11,https://www.decathlon.com.tr/store-view/magaza-spor-antalya-terracity-avm-0070193601936,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070193601936;node/5682939921,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/node/5682939921,2026-07-11T20:29:07+00:00
DEC-01737,Decathlon,Yeşilova Mahallesi Serik Caddesi No:8 Muratpaşa,Antalya,Antalya,07200,Türkiye,TR,36.9011650,30.7653920,+90 242 321 20 84,https://www.decathlon.com.tr/store-view/magaza-spor-antalya-muratpasa-0070100001000,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel; OpenStreetMap,0070100001000;way/402125965,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1; https://www.openstreetmap.org/way/402125965,2026-07-11T20:29:07+00:00
DEC-01738,Decathlon,"035 Gaziosmanpaşa Mah. 381 Sok, Altıeylül",BALIKESIR,Balikesir,10050,Türkiye,TR,39.6131114,27.8692376,+90 850 200 6641,https://www.decathlon.com.tr/store-view/magaza-spor-balikesir-onburda-avm-0070318203182,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,0070318203182,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
DEC-01739,Decathlon,"Odunluk, Akademi Caddesi No: 6/A, 16110, Nilüfer/Bursa",BURSA,Bursa,16110,Türkiye,TR,40.2071087,28.9959605,+90 850 201 8794,https://www.decathlon.com.tr/store-view/magaza-spor-bursa-sur-yapi-marka-avm-0070161901619,Mo-Su 10:00-22:00,AllThePlaces / localisateur officiel,0070161901619,https://api.woosmap.com/stores?key=woos-02fa0b82-a54d-3cc3-bdfa-3ce69249f220&stores_by_page=300&page=1,2026-07-11T20:29:07+00:00
